	23SC_083M0072_S18	R196_S13	R104_S2	R153_S3	R60_S21	R72_S10	R223_S9	R227_S11	R73_S11	R80_S17	R209_S5	R86_S22	R49_S15	R197_S14	R225_S10	R217_S32	R216_S31	R95_S31	R155_S5	R68_S7	R59_S20	R156_S6	R103_S1	R85_S21	R192_S2	23SG_130M0102_S10	R163_S12	R48_S14	R161_S10	R67_S6	R183_S2	23SG_145M0015_S3	R98_S33	R78_S15	R93_S29	R190_S8	R152_S2	R204_S26	R96_S32	R210_S21	R168_S17	R182_S1	R224_S35	R42_S11	R91_S26	R158_S8	R84_S20	R193_S10	R43_S12	R82_S19	R187_S6	R206_S18	R151_S1	R105_S3	R92_S27	R102_S36	R165_S14	R101_S35	R215_S30	R220_S33	23SH_141M0012_S7	23SH_126M0162_S11	R58_S19	R214_S29	R226_S36	R174_S19	R195_S12	23SG_024M0143_S4	23SH_103M0533_S19	R201_S17	R69_S8	R222_S8	R81_S18	R157_S7	R41_S10	R203_S4	R77_S14	R202_S3	R177_S21	R76_S13	23SB_143M0036_S5	R186_S5	23SH_063M0013_S15	R213_S28	R44_S13	23SC_088M0045_S21	R185_S4	R167_S16	R205_S27	R219_S7	R162_S11	23SH_089M0615_S20	R212_S6	R62_S5	R166_S15	R176_S20	R189_S1	R179_S23	R160_S9	R208_S20	23SH_030M2179_S6	23SH_065M0295_S16	R181_S25	R94_S30	R184_S3	R154_S4	R169_S18	R90_S25	R51_S16	R178_S22	R87_S23	R100_S34	23SH_050M1003_S12	R52_S17	R221_S34	23SH_009M1094_S2	23SH_071M0020_S18	23SC_035M0015_S9	23SH_029M0358_S5	23SH_108M0271_S14	23SH_033M1095_S7	23SH_049M0198_S11	23SH_038M1879_S10	23SH_066M0152_S17	23SG_074M0109_S16	23SC_014M0062_S3	R164_S13	23SH_077M0027_S17	R228_S37	R194_S11	23SC_121M0012_S12	23SH_149M0289_S4	23SH_005M1638_S1	23SH_113M0067_S13	R180_S24	R61_S22	R207_S19	R88_S24	R211_S22	R198_S15	R199_S16	23SH_134M0555_S9	23SB_106M0036_S15	R54_S18	R79_S16	23SH_139M0292_S8	R191_S9	R229_S12	R70_S9	23SH_084M0850_S19	23SC_140M0057_S6	23SG_034M0106_S8	23SH_090M0134_S22	23SH_053M1623_S13	R188_S7
R207_S19	0.007337033000000001	0.0077095307999999994	0.007708949600000001	0.007708949600000001	0.007708804200000001	0.0077091677	0.0077105483	0.007709095000000001	0.007709095000000001	0.007709095000000001	0.007709095000000001	0.007709095000000001	0.007709095000000001	0.0077091677	0.0077091677	0.0077111295	0.0077111295	0.0077096035	0.0077096035	0.0077101848	0.0077058058	0.0077058058	0.007705733100000001	0.0077027351	0.007703389	0.0077079672000000005	0.007717760000000001	0.0076952376999999995	0.0076938571	0.0076937844000000005	0.0076937117	0.0076944384	0.0076936391	0.0076990072	0.0076990072	0.007702707100000001	0.0077072878000000004	0.0077072878000000004	0.0077072150999999995	0.0077003412	0.007699832700000001	0.007701213300000001	0.00769976	0.007699033399999999	0.007699687300000001	0.0076983795	0.0076983795	0.0076983068000000005	0.0076981614	0.0076981614	0.0076981614	0.007698016	0.0076988881000000006	0.0076981614	0.007697507500000001	0.007697507500000001	0.0076974348	0.0076974348	0.0077039402	0.007704697600000001	0.007708496300000001	0.0077078424	0.0077084236	0.0077033803	0.0077033803	0.007702653700000001	0.007705583300000001	0.0076964943000000004	0.0076964943000000004	0.007704178000000001	0.007703524099999999	0.007704832	0.007703378700000001	0.0077042026	0.0077042753000000005	0.0077042753000000005	0.0077041299	0.0077039607	0.0077046874	0.0077057038	0.007705776500000001	0.007705776500000001	0.007705631100000001	0.007706212300000001	0.0077047921	0.0077047921	0.007704719400000001	0.007712304200000001	0.007712304200000001	0.0077143387	0.007705367100000001	0.007705367100000001	0.0077054375000000005	0.0076024343000000005	0.007604398300000001	0.007603744399999999	0.0076088758	0.007606640600000001	0.007607423	0.0076021834	0.0075977096000000004	0.0079832268	0.0079893534	0.0079893534	0.0079856199	0.0079856926	0.0079863465	0.0082475216	0.008244452099999999	0.008250465299999999	0.0083280703	0.0083263558	0.0083233328	0.0085565636	0.0085573146	0.0085574228	0.0084181996	0.008417545700000001	0.008417473	0.008419653000000001	0.0084182724	0.0084181997	0.008417473	0.0084181997	0.0084168191	0.0084981894	0.008781407100000001	0.0093918363	0.0091065996	0.009102806	0.00908579	0.0086017721	0.0086184386	0.0087476389	0.0085051167	0.006997634400000001	0.0	0.0050676291	0.0050676291	0.007118493900000001	0.007118493900000001	0.007118493900000001	0.0071191478	0.0071168639	0.0071117367	0.0071169365	0.007108714	0.0071066795	0.0071066795	0.007114031000000001	0.0071170168	0.0071271297	0.006699645000000001	0.0068668897	0.007257309700000001
R88_S24	0.0074797681	0.0078522659	0.0078516847	0.0078516847	0.0078515393	0.007851902800000001	0.007853283400000001	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.007851902800000001	0.007851902800000001	0.0078538646	0.0078538646	0.0078523386	0.0078523386	0.0078529199	0.007848540900000001	0.007848540900000001	0.0078484682	0.007845470200000001	0.0078461241	0.0078507023	0.0078604951	0.0078379728	0.0078365922	0.0078365195	0.0078364468	0.0078371735	0.007836374200000001	0.007841742300000001	0.007841742300000001	0.0078454422	0.0078500229	0.0078500229	0.0078499502	0.0078430763	0.0078425678	0.0078439484	0.007842495100000001	0.0078417685	0.0078424224	0.0078411146	0.0078411146	0.0078410419	0.0078408965	0.0078408965	0.0078408965	0.0078407511	0.0078416232	0.0078408965	0.0078402426	0.0078402426	0.007840169900000001	0.007840169900000001	0.0078466753	0.0078474327	0.0078512314	0.0078505775	0.007851158700000001	0.0078461154	0.0078461154	0.0078453888	0.0078483184	0.0078392294	0.0078392294	0.0078469131	0.0078462592	0.007847567100000001	0.0078461138	0.0078469377	0.0078470104	0.0078470104	0.007846865	0.007846695800000001	0.007847422500000001	0.0078484389	0.0078485116	0.0078485116	0.0078483662	0.0078489474	0.007847527200000001	0.007847527200000001	0.0078474545	0.0078550393	0.0078550393	0.007857073800000001	0.0078481022	0.0078481022	0.0078481726	0.0077451694000000015	0.007747133400000002	0.0077464795	0.007751610900000001	0.007749375700000002	0.007750158100000001	0.007744918500000001	0.0077404447000000015	0.0081259619	0.0081320885	0.0081320885	0.008128355	0.0081284277	0.008129081600000001	0.0083902567	0.0083871872	0.0083932004	0.0084708054	0.0084690909	0.0084660679	0.0086992987	0.0087000497	0.0087001579	0.0085609347	0.0085602808	0.008560208100000001	0.0085623881	0.0085610075	0.0085609348	0.008560208100000001	0.0085609348	0.0085595542	0.008640924500000001	0.0089241422	0.0095345714	0.0092493347	0.0092455411	0.009228525100000001	0.008744507200000001	0.008761173700000001	0.008890374000000001	0.0086478518	0.0071403695	0.0050676291	0.0	1.454e-07	0.007261229	0.007261229	0.007261229	0.007261882900000001	0.007259599	0.0072544718000000005	0.007259671600000001	0.0072514491000000006	0.007249414600000001	0.007249414600000001	0.0072567661	0.007259751900000001	0.0072698648	0.0068423801	0.007009624800000001	0.0074000448
R211_S22	0.0074797681	0.0078522659	0.0078516847	0.0078516847	0.0078515393	0.007851902800000001	0.007853283400000001	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.0078518301	0.007851902800000001	0.007851902800000001	0.0078538646	0.0078538646	0.0078523386	0.0078523386	0.0078529199	0.007848540900000001	0.007848540900000001	0.0078484682	0.007845470200000001	0.0078461241	0.0078507023	0.0078604951	0.0078379728	0.0078365922	0.0078365195	0.0078364468	0.0078371735	0.007836374200000001	0.007841742300000001	0.007841742300000001	0.0078454422	0.0078500229	0.0078500229	0.0078499502	0.0078430763	0.0078425678	0.0078439484	0.007842495100000001	0.0078417685	0.0078424224	0.0078411146	0.0078411146	0.0078410419	0.0078408965	0.0078408965	0.0078408965	0.0078407511	0.0078416232	0.0078408965	0.0078402426	0.0078402426	0.007840169900000001	0.007840169900000001	0.0078466753	0.0078474327	0.0078512314	0.0078505775	0.007851158700000001	0.0078461154	0.0078461154	0.0078453888	0.0078483184	0.0078392294	0.0078392294	0.0078469131	0.0078462592	0.007847567100000001	0.0078461138	0.0078469377	0.0078470104	0.0078470104	0.007846865	0.007846695800000001	0.007847422500000001	0.0078484389	0.0078485116	0.0078485116	0.0078483662	0.0078489474	0.007847527200000001	0.007847527200000001	0.0078474545	0.0078550393	0.0078550393	0.007857073800000001	0.0078481022	0.0078481022	0.0078481726	0.0077451694000000015	0.007747133400000002	0.0077464795	0.007751610900000001	0.007749375700000002	0.007750158100000001	0.007744918500000001	0.0077404447000000015	0.0081259619	0.0081320885	0.0081320885	0.008128355	0.0081284277	0.008129081600000001	0.0083902567	0.0083871872	0.0083932004	0.0084708054	0.0084690909	0.0084660679	0.0086992987	0.0087000497	0.0087001579	0.0085609347	0.0085602808	0.008560208100000001	0.0085623881	0.0085610075	0.0085609348	0.008560208100000001	0.0085609348	0.0085595542	0.008640924500000001	0.0089241422	0.0095345714	0.0092493347	0.0092455411	0.009228525100000001	0.008744507200000001	0.008761173700000001	0.008890374000000001	0.0086478518	0.0071403695	0.0050676291	1.454e-07	0.0	0.007261229	0.007261229	0.007261229	0.007261882900000001	0.007259599	0.0072544718000000005	0.007259671600000001	0.0072514491000000006	0.007249414600000001	0.007249414600000001	0.0072567661	0.007259751900000001	0.0072698648	0.0068423801	0.007009624800000001	0.0074000448
R198_S15	0.0072514913	0.0081226689	0.008122087699999999	0.008122087699999999	0.008121942299999999	0.0081223058	0.0081236864	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081223058	0.0081223058	0.008124267599999999	0.008124267599999999	0.008122741599999999	0.008122741599999999	0.008123322899999999	0.0081189439	0.0081189439	0.008118871199999999	0.0081158732	0.0081165271	0.008121105299999999	0.008130898099999999	0.0081083758	0.0081069952	0.008106922499999999	0.0081068498	0.0081075765	0.0081067772	0.0081121453	0.0081121453	0.0081158452	0.008120425899999999	0.008120425899999999	0.0081203532	0.008113479299999999	0.0081129708	0.008114351399999999	0.0081128981	0.0081121715	0.008112825399999999	0.0081115176	0.0081115176	0.008111444899999999	0.008111299499999999	0.008111299499999999	0.008111299499999999	0.008111154099999998	0.008112026199999999	0.008111299499999999	0.008110645599999999	0.008110645599999999	0.0081105729	0.0081105729	0.008117078299999999	0.0081178357	0.0081216344	0.0081209805	0.0081215617	0.0081165184	0.0081165184	0.0081157918	0.008118721399999999	0.008109632399999999	0.008109632399999999	0.008117316099999999	0.0081166622	0.0081179701	0.0081165168	0.0081173407	0.008117413399999999	0.008117413399999999	0.008117267999999999	0.0081170988	0.0081178255	0.0081188419	0.008118914599999999	0.008118914599999999	0.008118769199999999	0.0081193504	0.0081179302	0.0081179302	0.008117857499999999	0.008125442299999999	0.008125442299999999	0.0081274768	0.008118505199999999	0.008118505199999999	0.008118575599999999	0.0080155724	0.0080175364	0.0080168825	0.0080220139	0.0080197787	0.0080205611	0.0080153215	0.0080108477	0.0083963649	0.0084024915	0.0084024915	0.008398758	0.008398830699999998	0.0083994846	0.008660659699999998	0.008657590199999999	0.008663603399999999	0.008741208399999999	0.008739493899999999	0.0087364709	0.008969701699999999	0.0089704527	0.008970560899999999	0.008831337699999999	0.0088306838	0.0088306111	0.0088327911	0.0088314105	0.008831337799999998	0.0088306111	0.008831337799999998	0.008829957199999999	0.0089113275	0.0091945452	0.0098049744	0.0095197377	0.0095159441	0.0094989281	0.0090149102	0.0090315767	0.009160777	0.008918254799999999	0.0074107725	0.007118493900000001	0.007261229	0.007261229	0.0	1.454e-07	2.908e-07	9.446999999999999e-07	1.2029800000000001e-05	1.58152e-05	2.1015e-05	4.25005e-05	4.0465999999999995e-05	4.0465999999999995e-05	4.7817499999999994e-05	5.0803299999999995e-05	0.0056886917999999995	0.0066141033	0.0067813479999999995	0.007171768
R199_S16	0.0072514913	0.0081226689	0.008122087699999999	0.008122087699999999	0.008121942299999999	0.0081223058	0.0081236864	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081223058	0.0081223058	0.008124267599999999	0.008124267599999999	0.008122741599999999	0.008122741599999999	0.008123322899999999	0.0081189439	0.0081189439	0.008118871199999999	0.0081158732	0.0081165271	0.008121105299999999	0.008130898099999999	0.0081083758	0.0081069952	0.008106922499999999	0.0081068498	0.0081075765	0.0081067772	0.0081121453	0.0081121453	0.0081158452	0.008120425899999999	0.008120425899999999	0.0081203532	0.008113479299999999	0.0081129708	0.008114351399999999	0.0081128981	0.0081121715	0.008112825399999999	0.0081115176	0.0081115176	0.008111444899999999	0.008111299499999999	0.008111299499999999	0.008111299499999999	0.008111154099999998	0.008112026199999999	0.008111299499999999	0.008110645599999999	0.008110645599999999	0.0081105729	0.0081105729	0.008117078299999999	0.0081178357	0.0081216344	0.0081209805	0.0081215617	0.0081165184	0.0081165184	0.0081157918	0.008118721399999999	0.008109632399999999	0.008109632399999999	0.008117316099999999	0.0081166622	0.0081179701	0.0081165168	0.0081173407	0.008117413399999999	0.008117413399999999	0.008117267999999999	0.0081170988	0.0081178255	0.0081188419	0.008118914599999999	0.008118914599999999	0.008118769199999999	0.0081193504	0.0081179302	0.0081179302	0.008117857499999999	0.008125442299999999	0.008125442299999999	0.0081274768	0.008118505199999999	0.008118505199999999	0.008118575599999999	0.0080155724	0.0080175364	0.0080168825	0.0080220139	0.0080197787	0.0080205611	0.0080153215	0.0080108477	0.0083963649	0.0084024915	0.0084024915	0.008398758	0.008398830699999998	0.0083994846	0.008660659699999998	0.008657590199999999	0.008663603399999999	0.008741208399999999	0.008739493899999999	0.0087364709	0.008969701699999999	0.0089704527	0.008970560899999999	0.008831337699999999	0.0088306838	0.0088306111	0.0088327911	0.0088314105	0.008831337799999998	0.0088306111	0.008831337799999998	0.008829957199999999	0.0089113275	0.0091945452	0.0098049744	0.0095197377	0.0095159441	0.0094989281	0.0090149102	0.0090315767	0.009160777	0.008918254799999999	0.0074107725	0.007118493900000001	0.007261229	0.007261229	1.454e-07	0.0	2.908e-07	9.446999999999999e-07	1.2029800000000001e-05	1.58152e-05	2.1015e-05	4.25005e-05	4.0465999999999995e-05	4.0465999999999995e-05	4.7817499999999994e-05	5.0803299999999995e-05	0.0056886917999999995	0.0066141033	0.0067813479999999995	0.007171768
23SH_134M0555_S9	0.0072514913	0.0081226689	0.008122087699999999	0.008122087699999999	0.008121942299999999	0.0081223058	0.0081236864	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081222331	0.0081223058	0.0081223058	0.008124267599999999	0.008124267599999999	0.008122741599999999	0.008122741599999999	0.008123322899999999	0.0081189439	0.0081189439	0.008118871199999999	0.0081158732	0.0081165271	0.008121105299999999	0.008130898099999999	0.0081083758	0.0081069952	0.008106922499999999	0.0081068498	0.0081075765	0.0081067772	0.0081121453	0.0081121453	0.0081158452	0.008120425899999999	0.008120425899999999	0.0081203532	0.008113479299999999	0.0081129708	0.008114351399999999	0.0081128981	0.0081121715	0.008112825399999999	0.0081115176	0.0081115176	0.008111444899999999	0.008111299499999999	0.008111299499999999	0.008111299499999999	0.008111154099999998	0.008112026199999999	0.008111299499999999	0.008110645599999999	0.008110645599999999	0.0081105729	0.0081105729	0.008117078299999999	0.0081178357	0.0081216344	0.0081209805	0.0081215617	0.0081165184	0.0081165184	0.0081157918	0.008118721399999999	0.008109632399999999	0.008109632399999999	0.008117316099999999	0.0081166622	0.0081179701	0.0081165168	0.0081173407	0.008117413399999999	0.008117413399999999	0.008117267999999999	0.0081170988	0.0081178255	0.0081188419	0.008118914599999999	0.008118914599999999	0.008118769199999999	0.0081193504	0.0081179302	0.0081179302	0.008117857499999999	0.008125442299999999	0.008125442299999999	0.0081274768	0.008118505199999999	0.008118505199999999	0.008118575599999999	0.0080155724	0.0080175364	0.0080168825	0.0080220139	0.0080197787	0.0080205611	0.0080153215	0.0080108477	0.0083963649	0.0084024915	0.0084024915	0.008398758	0.008398830699999998	0.0083994846	0.008660659699999998	0.008657590199999999	0.008663603399999999	0.008741208399999999	0.008739493899999999	0.0087364709	0.008969701699999999	0.0089704527	0.008970560899999999	0.008831337699999999	0.0088306838	0.0088306111	0.0088327911	0.0088314105	0.008831337799999998	0.0088306111	0.008831337799999998	0.008829957199999999	0.0089113275	0.0091945452	0.0098049744	0.0095197377	0.0095159441	0.0094989281	0.0090149102	0.0090315767	0.009160777	0.008918254799999999	0.0074107725	0.007118493900000001	0.007261229	0.007261229	2.908e-07	2.908e-07	0.0	7.992999999999999e-07	1.2029800000000001e-05	1.58152e-05	2.1015e-05	4.25005e-05	4.0465999999999995e-05	4.0465999999999995e-05	4.7817499999999994e-05	5.0803299999999995e-05	0.0056886917999999995	0.0066141033	0.0067813479999999995	0.007171768
23SB_106M0036_S15	0.0072521452	0.008123322799999999	0.0081227416	0.0081227416	0.0081225962	0.0081229597	0.0081243403	0.008122887	0.008122887	0.008122887	0.008122887	0.008122887	0.008122887	0.0081229597	0.0081229597	0.0081249215	0.0081249215	0.0081233955	0.0081233955	0.0081239768	0.0081195978	0.0081195978	0.0081195251	0.0081165271	0.008117181	0.0081217592	0.008131552	0.0081090297	0.0081076491	0.0081075764	0.0081075037	0.0081082304	0.0081074311	0.0081127992	0.0081127992	0.0081164991	0.0081210798	0.0081210798	0.008121007099999999	0.0081141332	0.0081136247	0.0081150053	0.008113552	0.008112825399999999	0.0081134793	0.0081121715	0.0081121715	0.0081120988	0.0081119534	0.0081119534	0.0081119534	0.008111808	0.0081126801	0.0081119534	0.0081112995	0.0081112995	0.0081112268	0.0081112268	0.0081177322	0.0081184896	0.0081222883	0.0081216344	0.0081222156	0.0081171723	0.0081171723	0.0081164457	0.0081193753	0.0081102863	0.0081102863	0.00811797	0.008117316099999999	0.008118624	0.0081171707	0.0081179946	0.0081180673	0.0081180673	0.0081179219	0.0081177527	0.0081184794	0.0081194958	0.0081195685	0.0081195685	0.0081194231	0.0081200043	0.0081185841	0.0081185841	0.0081185114	0.0081260962	0.0081260962	0.0081281307	0.0081191591	0.0081191591	0.0081192295	0.0080162263	0.0080181903	0.008017536399999999	0.0080226678	0.0080204326	0.008021215	0.0080159754	0.0080115016	0.0083970188	0.0084031454	0.0084031454	0.008399411899999999	0.0083994846	0.0084001385	0.0086613136	0.008658244099999999	0.008664257299999999	0.008741862299999998	0.008740147799999999	0.0087371248	0.008970355599999999	0.008971106599999999	0.0089712148	0.0088319916	0.008831337699999999	0.008831265	0.008833445	0.008832064399999999	0.008831991699999998	0.008831265	0.008831991699999998	0.008830611099999998	0.0089119814	0.0091951991	0.009805628299999999	0.009520391599999999	0.009516598	0.009499582	0.0090155641	0.0090322306	0.0091614309	0.0089189087	0.007411426400000001	0.0071191478	0.007261882900000001	0.007261882900000001	9.446999999999999e-07	9.446999999999999e-07	7.992999999999999e-07	0.0	1.26837e-05	1.64691e-05	2.1668900000000002e-05	4.3154399999999995e-05	4.11199e-05	4.11199e-05	4.84714e-05	5.14572e-05	0.0056893457	0.0066147572	0.006782001900000001	0.0071724219
R54_S18	0.0072498612999999995	0.008121038899999999	0.0081204577	0.0081204577	0.0081203123	0.0081206758	0.0081220564	0.0081206031	0.0081206031	0.0081206031	0.0081206031	0.0081206031	0.0081206031	0.0081206758	0.0081206758	0.0081226376	0.0081226376	0.0081211116	0.0081211116	0.0081216929	0.0081173139	0.0081173139	0.0081172412	0.0081142432	0.008114897099999999	0.0081194753	0.0081292681	0.008106745799999999	0.008105365199999999	0.0081052925	0.008105219799999999	0.008105946499999999	0.0081051472	0.0081105153	0.0081105153	0.0081142152	0.0081187959	0.0081187959	0.008118723199999999	0.0081118493	0.0081113408	0.0081127214	0.0081112681	0.008110541499999999	0.0081111954	0.008109887599999999	0.008109887599999999	0.0081098149	0.0081096695	0.0081096695	0.0081096695	0.0081095241	0.0081103962	0.0081096695	0.0081090156	0.0081090156	0.008108942899999999	0.008108942899999999	0.0081154483	0.0081162057	0.0081200044	0.008119350499999999	0.0081199317	0.008114888399999999	0.008114888399999999	0.0081141618	0.0081170914	0.0081080024	0.0081080024	0.0081156861	0.008115032199999999	0.0081163401	0.0081148868	0.008115710699999999	0.0081157834	0.0081157834	0.008115638	0.0081154688	0.0081161955	0.008117211899999999	0.0081172846	0.0081172846	0.0081171392	0.0081177204	0.008116300199999999	0.008116300199999999	0.0081162275	0.0081238123	0.0081238123	0.0081258468	0.0081168752	0.0081168752	0.0081169456	0.0080139424	0.0080159064	0.008015252499999998	0.008020383899999999	0.0080181487	0.0080189311	0.0080136915	0.0080092177	0.008394734899999999	0.008400861499999999	0.008400861499999999	0.008397127999999998	0.0083972007	0.008397854599999999	0.0086590297	0.008655960199999998	0.008661973399999998	0.008739578399999998	0.008737863899999998	0.008734840899999999	0.008968071699999998	0.008968822699999998	0.0089689309	0.0088297077	0.008829053799999998	0.0088289811	0.0088311611	0.008829780499999999	0.008829707799999998	0.0088289811	0.008829707799999998	0.008828327199999998	0.0089096975	0.0091929152	0.009803344399999999	0.009518107699999999	0.009514314099999999	0.009497298099999999	0.0090132802	0.0090299467	0.009159147	0.0089166248	0.0074091425	0.0071168639	0.007259599	0.007259599	1.2029800000000001e-05	1.2029800000000001e-05	1.2029800000000001e-05	1.26837e-05	0.0	1.4185200000000001e-05	1.9385e-05	4.0870499999999994e-05	3.8836e-05	3.8836e-05	4.61875e-05	4.91733e-05	0.0056870618	0.0066124732999999995	0.0067797180000000005	0.0071701379999999995
R79_S16	0.0072447341	0.008115911699999999	0.0081153305	0.0081153305	0.0081151851	0.0081155486	0.0081169292	0.0081154759	0.0081154759	0.0081154759	0.0081154759	0.0081154759	0.0081154759	0.0081155486	0.0081155486	0.0081175104	0.0081175104	0.0081159844	0.0081159844	0.0081165657	0.0081121867	0.0081121867	0.008112114	0.008109116	0.0081097699	0.0081143481	0.0081241409	0.008101618599999999	0.008100238	0.0081001653	0.008100092599999999	0.0081008193	0.00810002	0.0081053881	0.0081053881	0.008109088	0.0081136687	0.0081136687	0.008113595999999999	0.0081067221	0.0081062136	0.0081075942	0.0081061409	0.008105414299999999	0.0081060682	0.0081047604	0.0081047604	0.0081046877	0.0081045423	0.0081045423	0.0081045423	0.0081043969	0.008105269	0.0081045423	0.0081038884	0.0081038884	0.0081038157	0.0081038157	0.0081103211	0.0081110785	0.0081148772	0.008114223299999999	0.0081148045	0.0081097612	0.0081097612	0.0081090346	0.0081119642	0.0081028752	0.0081028752	0.0081105589	0.008109904999999999	0.0081112129	0.0081097596	0.008110583499999999	0.0081106562	0.0081106562	0.0081105108	0.0081103416	0.0081110683	0.0081120847	0.0081121574	0.0081121574	0.008112012	0.0081125932	0.008111173	0.008111173	0.0081111003	0.0081186851	0.0081186851	0.0081207196	0.008111748	0.008111748	0.0081118184	0.0080088152	0.0080107792	0.008010125299999999	0.008015256699999999	0.0080130215	0.0080138039	0.0080085643	0.0080040905	0.0083896077	0.008395734299999999	0.008395734299999999	0.008392000799999999	0.0083920735	0.0083927274	0.0086539025	0.008650832999999998	0.008656846199999998	0.008734451199999998	0.008732736699999999	0.008729713699999999	0.008962944499999998	0.008963695499999999	0.0089638037	0.0088245805	0.008823926599999999	0.0088238539	0.0088260339	0.008824653299999999	0.008824580599999998	0.0088238539	0.008824580599999998	0.008823199999999998	0.0089045703	0.009187788	0.009798217199999999	0.009512980499999999	0.0095091869	0.0094921709	0.009008153	0.0090248195	0.0091540198	0.0089114976	0.0074040153000000004	0.0071117367	0.0072544718000000005	0.0072544718000000005	1.58152e-05	1.58152e-05	1.58152e-05	1.64691e-05	1.4185200000000001e-05	0.0	1.41124e-05	3.57433e-05	3.37088e-05	3.37088e-05	4.10603e-05	4.40461e-05	0.0056819346	0.0066073461	0.006774590800000001	0.0071650108
23SH_139M0292_S8	0.0072499339	0.008121111499999998	0.0081205303	0.0081205303	0.0081203849	0.008120748399999999	0.008122128999999999	0.0081206757	0.0081206757	0.0081206757	0.0081206757	0.0081206757	0.0081206757	0.008120748399999999	0.008120748399999999	0.0081227102	0.0081227102	0.0081211842	0.0081211842	0.0081217655	0.008117386499999999	0.008117386499999999	0.0081173138	0.008114315799999999	0.008114969699999999	0.0081195479	0.0081293407	0.008106818399999998	0.008105437799999999	0.0081053651	0.008105292399999998	0.008106019099999999	0.008105219799999999	0.008110587899999999	0.008110587899999999	0.0081142878	0.0081188685	0.0081188685	0.008118795799999998	0.0081119219	0.0081114134	0.008112794	0.008111340699999999	0.008110614099999998	0.008111268	0.008109960199999999	0.008109960199999999	0.0081098875	0.0081097421	0.0081097421	0.0081097421	0.008109596699999999	0.0081104688	0.0081097421	0.0081090882	0.0081090882	0.008109015499999999	0.008109015499999999	0.0081155209	0.0081162783	0.008120077	0.008119423099999998	0.008120004299999999	0.008114960999999999	0.008114960999999999	0.0081142344	0.008117164	0.008108075	0.008108075	0.0081157587	0.008115104799999998	0.008116412699999999	0.0081149594	0.008115783299999998	0.008115856	0.008115856	0.0081157106	0.008115541399999999	0.008116268099999999	0.008117284499999999	0.0081173572	0.0081173572	0.0081172118	0.008117793	0.008116372799999999	0.008116372799999999	0.0081163001	0.0081238849	0.0081238849	0.008125919399999999	0.0081169478	0.0081169478	0.0081170182	0.008014015	0.008015979	0.008015325099999998	0.008020456499999998	0.0080182213	0.0080190037	0.0080137641	0.0080092903	0.008394807499999999	0.008400934099999998	0.008400934099999998	0.008397200599999998	0.008397273299999999	0.008397927199999999	0.008659102299999999	0.008656032799999998	0.008662045999999998	0.008739651	0.0087379365	0.008734913499999998	0.0089681443	0.008968895299999998	0.0089690035	0.0088297803	0.0088291264	0.008829053699999999	0.0088312337	0.008829853099999998	0.008829780399999999	0.008829053699999999	0.008829780399999999	0.0088283998	0.008909770099999999	0.0091929878	0.009803416999999998	0.009518180299999998	0.009514386699999999	0.009497370699999999	0.009013352799999999	0.009030019299999999	0.009159219599999999	0.0089166974	0.007409215100000001	0.0071169365	0.007259671600000001	0.007259671600000001	2.1015e-05	2.1015e-05	2.1015e-05	2.1668900000000002e-05	1.9385e-05	1.41124e-05	0.0	4.09431e-05	3.8908599999999995e-05	3.8908599999999995e-05	4.6260099999999994e-05	4.9245899999999996e-05	0.0056871344	0.006612545899999999	0.0067797906	0.007170210600000001
